Month,LSOA name,LSOA code,month_num,month_sin,month_cos,lag_1,lag_2,lag_3,roll_mean_3,roll_mean_6,forecast_month
2026-01-01,Wrexham 010A,W01000352,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,2026-02-01
2026-01-01,Wrexham 010B,W01000353,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,2026-02-01
2026-01-01,Wrexham 017A,W01000354,1,0.49999999999999994,0.8660254037844387,7.0,20.0,10.0,12.333333333333334,12.0,2026-02-01
2026-01-01,Wrexham 017B,W01000355,1,0.49999999999999994,0.8660254037844387,10.0,7.0,6.0,7.666666666666667,9.666666666666666,2026-02-01
2026-01-01,Wrexham 017C,W01000356,1,0.49999999999999994,0.8660254037844387,4.0,11.0,5.0,6.666666666666667,6.666666666666667,2026-02-01
2026-01-01,Wrexham 019C,W01000359,1,0.49999999999999994,0.8660254037844387,4.0,2.0,7.0,4.333333333333333,4.333333333333333,2026-02-01
2026-01-01,Wrexham 019D,W01000360,1,0.49999999999999994,0.8660254037844387,12.0,8.0,15.0,11.666666666666666,10.833333333333334,2026-02-01
2026-01-01,Wrexham 019E,W01000361,1,0.49999999999999994,0.8660254037844387,18.0,20.0,13.0,17.0,19.0,2026-02-01
2026-01-01,Wrexham 006C,W01000362,1,0.49999999999999994,0.8660254037844387,5.0,6.0,9.0,6.666666666666667,7.333333333333333,2026-02-01
2026-01-01,Wrexham 006D,W01000363,1,0.49999999999999994,0.8660254037844387,3.0,5.0,4.0,4.0,5.333333333333333,2026-02-01
2026-01-01,Wrexham 006E,W01000364,1,0.49999999999999994,0.8660254037844387,11.0,4.0,9.0,8.0,10.166666666666666,2026-02-01
2026-01-01,Wrexham 011C,W01000365,1,0.49999999999999994,0.8660254037844387,23.0,22.0,24.0,23.0,25.0,2026-02-01
2026-01-01,Wrexham 014A,W01000366,1,0.49999999999999994,0.8660254037844387,13.0,10.0,14.0,12.333333333333334,9.666666666666666,2026-02-01
2026-01-01,Wrexham 014B,W01000367,1,0.49999999999999994,0.8660254037844387,5.0,7.0,8.0,6.666666666666667,7.0,2026-02-01
2026-01-01,Wrexham 008A,W01000368,1,0.49999999999999994,0.8660254037844387,4.0,2.0,5.0,3.6666666666666665,4.5,2026-02-01
2026-01-01,Wrexham 020F,W01000369,1,0.49999999999999994,0.8660254037844387,5.0,0.0,0.0,1.6666666666666667,2.0,2026-02-01
2026-01-01,Wrexham 021B,W01000369,1,0.49999999999999994,0.8660254037844387,0.0,5.0,0.0,1.6666666666666667,2.0,2026-02-01
2026-01-01,Wrexham 020G,W01000370,1,0.49999999999999994,0.8660254037844387,3.0,0.0,1.0,1.3333333333333333,2.0,2026-02-01
2026-01-01,Wrexham 021D,W01000370,1,0.49999999999999994,0.8660254037844387,0.0,3.0,0.0,1.0,2.0,2026-02-01
2026-01-01,Wrexham 008B,W01000371,1,0.49999999999999994,0.8660254037844387,6.0,4.0,9.0,6.333333333333333,7.666666666666667,2026-02-01
2026-01-01,Wrexham 008C,W01000372,1,0.49999999999999994,0.8660254037844387,98.0,100.0,117.0,105.0,105.0,2026-02-01
